,location,prov_state,country,lat,long,date,cum_case,new_case,cum_death,new_death,cum_cured,new_cured,geometry
0,Thailand,Thailand,Thailand,15.0,101.0,2020-01-22,2,2.0,,,,,POINT (101 15)
1,Thailand,Thailand,Thailand,15.0,101.0,2020-01-23,3,1.0,,,,,POINT (101 15)
2,Thailand,Thailand,Thailand,15.0,101.0,2020-01-24,5,2.0,,,,,POINT (101 15)
3,Thailand,Thailand,Thailand,15.0,101.0,2020-01-25,7,2.0,,,,,POINT (101 15)
4,Thailand,Thailand,Thailand,15.0,101.0,2020-01-26,8,1.0,,,2.0,2.0,POINT (101 15)
5,Thailand,Thailand,Thailand,15.0,101.0,2020-01-27,8,0.0,,,2.0,0.0,POINT (101 15)
6,Thailand,Thailand,Thailand,15.0,101.0,2020-01-28,14,6.0,,,5.0,3.0,POINT (101 15)
7,Thailand,Thailand,Thailand,15.0,101.0,2020-01-29,14,0.0,,,5.0,0.0,POINT (101 15)
8,Thailand,Thailand,Thailand,15.0,101.0,2020-01-30,14,0.0,,,5.0,0.0,POINT (101 15)
9,Thailand,Thailand,Thailand,15.0,101.0,2020-01-31,19,5.0,,,5.0,0.0,POINT (101 15)
10,Thailand,Thailand,Thailand,15.0,101.0,2020-02-01,19,0.0,,,5.0,0.0,POINT (101 15)
11,Thailand,Thailand,Thailand,15.0,101.0,2020-02-02,19,0.0,,,5.0,0.0,POINT (101 15)
12,Thailand,Thailand,Thailand,15.0,101.0,2020-02-03,19,0.0,,,5.0,0.0,POINT (101 15)
13,Thailand,Thailand,Thailand,15.0,101.0,2020-02-04,25,6.0,,,5.0,0.0,POINT (101 15)
14,Thailand,Thailand,Thailand,15.0,101.0,2020-02-05,25,0.0,,,5.0,0.0,POINT (101 15)
15,Thailand,Thailand,Thailand,15.0,101.0,2020-02-06,25,0.0,,,5.0,0.0,POINT (101 15)
16,Thailand,Thailand,Thailand,15.0,101.0,2020-02-07,25,0.0,,,5.0,0.0,POINT (101 15)
17,Thailand,Thailand,Thailand,15.0,101.0,2020-02-08,32,7.0,,,10.0,5.0,POINT (101 15)
18,Thailand,Thailand,Thailand,15.0,101.0,2020-02-09,32,0.0,,,10.0,0.0,POINT (101 15)
19,Thailand,Thailand,Thailand,15.0,101.0,2020-02-10,32,0.0,,,10.0,0.0,POINT (101 15)
20,Thailand,Thailand,Thailand,15.0,101.0,2020-02-11,33,1.0,,,10.0,0.0,POINT (101 15)
21,Thailand,Thailand,Thailand,15.0,101.0,2020-02-12,33,0.0,,,10.0,0.0,POINT (101 15)
22,Thailand,Thailand,Thailand,15.0,101.0,2020-02-13,33,0.0,,,12.0,2.0,POINT (101 15)
23,Thailand,Thailand,Thailand,15.0,101.0,2020-02-14,33,0.0,,,12.0,0.0,POINT (101 15)
24,Thailand,Thailand,Thailand,15.0,101.0,2020-02-15,33,0.0,,,12.0,0.0,POINT (101 15)
25,Thailand,Thailand,Thailand,15.0,101.0,2020-02-16,34,1.0,,,14.0,2.0,POINT (101 15)
26,Thailand,Thailand,Thailand,15.0,101.0,2020-02-17,35,1.0,,,15.0,1.0,POINT (101 15)
27,Thailand,Thailand,Thailand,15.0,101.0,2020-02-18,35,0.0,,,15.0,0.0,POINT (101 15)
28,Thailand,Thailand,Thailand,15.0,101.0,2020-02-19,35,0.0,,,15.0,0.0,POINT (101 15)
29,Thailand,Thailand,Thailand,15.0,101.0,2020-02-20,35,0.0,,,15.0,0.0,POINT (101 15)
30,Thailand,Thailand,Thailand,15.0,101.0,2020-02-21,35,0.0,,,17.0,2.0,POINT (101 15)
31,Thailand,Thailand,Thailand,15.0,101.0,2020-02-22,35,0.0,,,17.0,0.0,POINT (101 15)
32,Thailand,Thailand,Thailand,15.0,101.0,2020-02-23,35,0.0,,,21.0,4.0,POINT (101 15)
33,Thailand,Thailand,Thailand,15.0,101.0,2020-02-24,35,0.0,,,21.0,0.0,POINT (101 15)
34,Thailand,Thailand,Thailand,15.0,101.0,2020-02-25,37,2.0,,,22.0,1.0,POINT (101 15)
35,Thailand,Thailand,Thailand,15.0,101.0,2020-02-26,40,3.0,,,22.0,0.0,POINT (101 15)
36,Thailand,Thailand,Thailand,15.0,101.0,2020-02-27,40,0.0,,,22.0,0.0,POINT (101 15)
37,Thailand,Thailand,Thailand,15.0,101.0,2020-02-28,41,1.0,,,28.0,6.0,POINT (101 15)
38,Thailand,Thailand,Thailand,15.0,101.0,2020-02-29,42,1.0,,,28.0,0.0,POINT (101 15)
39,Thailand,Thailand,Thailand,15.0,101.0,2020-03-01,42,0.0,1.0,1.0,28.0,0.0,POINT (101 15)
40,Thailand,Thailand,Thailand,15.0,101.0,2020-03-02,43,1.0,1.0,0.0,31.0,3.0,POINT (101 15)
41,Thailand,Thailand,Thailand,15.0,101.0,2020-03-03,43,0.0,1.0,0.0,31.0,0.0,POINT (101 15)
42,Thailand,Thailand,Thailand,15.0,101.0,2020-03-04,43,0.0,1.0,0.0,31.0,0.0,POINT (101 15)
43,Thailand,Thailand,Thailand,15.0,101.0,2020-03-05,47,4.0,1.0,0.0,31.0,0.0,POINT (101 15)
44,Thailand,Thailand,Thailand,15.0,101.0,2020-03-06,48,1.0,1.0,0.0,31.0,0.0,POINT (101 15)
45,Thailand,Thailand,Thailand,15.0,101.0,2020-03-07,50,2.0,1.0,0.0,31.0,0.0,POINT (101 15)
46,Thailand,Thailand,Thailand,15.0,101.0,2020-03-08,50,0.0,1.0,0.0,31.0,0.0,POINT (101 15)
47,Thailand,Thailand,Thailand,15.0,101.0,2020-03-09,50,0.0,1.0,0.0,31.0,0.0,POINT (101 15)
48,Thailand,Thailand,Thailand,15.0,101.0,2020-03-10,53,3.0,1.0,0.0,33.0,2.0,POINT (101 15)
49,Thailand,Thailand,Thailand,15.0,101.0,2020-03-11,59,6.0,1.0,0.0,34.0,1.0,POINT (101 15)
50,Thailand,Thailand,Thailand,15.0,101.0,2020-03-12,70,11.0,1.0,0.0,34.0,0.0,POINT (101 15)
51,Thailand,Thailand,Thailand,15.0,101.0,2020-03-13,75,5.0,1.0,0.0,35.0,1.0,POINT (101 15)
52,Thailand,Thailand,Thailand,15.0,101.0,2020-03-14,82,7.0,1.0,0.0,35.0,0.0,POINT (101 15)
53,Japan,Japan,Japan,36.0,138.0,2020-01-22,2,2.0,,,,,POINT (138 36)
54,Japan,Japan,Japan,36.0,138.0,2020-01-23,1,-1.0,,,,,POINT (138 36)
55,Japan,Japan,Japan,36.0,138.0,2020-01-24,2,1.0,,,,,POINT (138 36)
56,Japan,Japan,Japan,36.0,138.0,2020-01-25,2,0.0,,,,,POINT (138 36)
57,Japan,Japan,Japan,36.0,138.0,2020-01-26,4,2.0,,,1.0,1.0,POINT (138 36)
58,Japan,Japan,Japan,36.0,138.0,2020-01-27,4,0.0,,,1.0,0.0,POINT (138 36)
59,Japan,Japan,Japan,36.0,138.0,2020-01-28,7,3.0,,,1.0,0.0,POINT (138 36)
60,Japan,Japan,Japan,36.0,138.0,2020-01-29,7,0.0,,,1.0,0.0,POINT (138 36)
61,Japan,Japan,Japan,36.0,138.0,2020-01-30,11,4.0,,,1.0,0.0,POINT (138 36)
62,Japan,Japan,Japan,36.0,138.0,2020-01-31,15,4.0,,,1.0,0.0,POINT (138 36)
63,Japan,Japan,Japan,36.0,138.0,2020-02-01,20,5.0,,,1.0,0.0,POINT (138 36)
64,Japan,Japan,Japan,36.0,138.0,2020-02-02,20,0.0,,,1.0,0.0,POINT (138 36)
65,Japan,Japan,Japan,36.0,138.0,2020-02-03,20,0.0,,,1.0,0.0,POINT (138 36)
66,Japan,Japan,Japan,36.0,138.0,2020-02-04,22,2.0,,,1.0,0.0,POINT (138 36)
67,Japan,Japan,Japan,36.0,138.0,2020-02-05,22,0.0,,,1.0,0.0,POINT (138 36)
68,Japan,Japan,Japan,36.0,138.0,2020-02-06,45,23.0,,,1.0,0.0,POINT (138 36)
69,Japan,Japan,Japan,36.0,138.0,2020-02-07,25,-20.0,,,1.0,0.0,POINT (138 36)
70,Japan,Japan,Japan,36.0,138.0,2020-02-08,25,0.0,,,1.0,0.0,POINT (138 36)
71,Japan,Japan,Japan,36.0,138.0,2020-02-09,26,1.0,,,1.0,0.0,POINT (138 36)
72,Japan,Japan,Japan,36.0,138.0,2020-02-10,26,0.0,,,4.0,3.0,POINT (138 36)
73,Japan,Japan,Japan,36.0,138.0,2020-02-11,26,0.0,,,9.0,5.0,POINT (138 36)
74,Japan,Japan,Japan,36.0,138.0,2020-02-12,28,2.0,,,9.0,0.0,POINT (138 36)
75,Japan,Japan,Japan,36.0,138.0,2020-02-13,28,0.0,1.0,1.0,9.0,0.0,POINT (138 36)
76,Japan,Japan,Japan,36.0,138.0,2020-02-14,29,1.0,1.0,0.0,9.0,0.0,POINT (138 36)
77,Japan,Japan,Japan,36.0,138.0,2020-02-15,43,14.0,1.0,0.0,12.0,3.0,POINT (138 36)
78,Japan,Japan,Japan,36.0,138.0,2020-02-16,59,16.0,1.0,0.0,12.0,0.0,POINT (138 36)
79,Japan,Japan,Japan,36.0,138.0,2020-02-17,66,7.0,1.0,0.0,12.0,0.0,POINT (138 36)
80,Japan,Japan,Japan,36.0,138.0,2020-02-18,74,8.0,1.0,0.0,13.0,1.0,POINT (138 36)
81,Japan,Japan,Japan,36.0,138.0,2020-02-19,84,10.0,1.0,0.0,18.0,5.0,POINT (138 36)
82,Japan,Japan,Japan,36.0,138.0,2020-02-20,94,10.0,1.0,0.0,18.0,0.0,POINT (138 36)
83,Japan,Japan,Japan,36.0,138.0,2020-02-21,105,11.0,1.0,0.0,22.0,4.0,POINT (138 36)
84,Japan,Japan,Japan,36.0,138.0,2020-02-22,122,17.0,1.0,0.0,22.0,0.0,POINT (138 36)
85,Japan,Japan,Japan,36.0,138.0,2020-02-23,147,25.0,1.0,0.0,22.0,0.0,POINT (138 36)
86,Japan,Japan,Japan,36.0,138.0,2020-02-24,159,12.0,1.0,0.0,22.0,0.0,POINT (138 36)
87,Japan,Japan,Japan,36.0,138.0,2020-02-25,170,11.0,1.0,0.0,22.0,0.0,POINT (138 36)
88,Japan,Japan,Japan,36.0,138.0,2020-02-26,189,19.0,2.0,1.0,22.0,0.0,POINT (138 36)
89,Japan,Japan,Japan,36.0,138.0,2020-02-27,214,25.0,4.0,2.0,22.0,0.0,POINT (138 36)
90,Japan,Japan,Japan,36.0,138.0,2020-02-28,228,14.0,4.0,0.0,22.0,0.0,POINT (138 36)
91,Japan,Japan,Japan,36.0,138.0,2020-02-29,241,13.0,5.0,1.0,32.0,10.0,POINT (138 36)
92,Japan,Japan,Japan,36.0,138.0,2020-03-01,256,15.0,6.0,1.0,32.0,0.0,POINT (138 36)
93,Japan,Japan,Japan,36.0,138.0,2020-03-02,274,18.0,6.0,0.0,32.0,0.0,POINT (138 36)
94,Japan,Japan,Japan,36.0,138.0,2020-03-03,293,19.0,6.0,0.0,43.0,11.0,POINT (138 36)
95,Japan,Japan,Japan,36.0,138.0,2020-03-04,331,38.0,6.0,0.0,43.0,0.0,POINT (138 36)
96,Japan,Japan,Japan,36.0,138.0,2020-03-05,360,29.0,6.0,0.0,43.0,0.0,POINT (138 36)
97,Japan,Japan,Japan,36.0,138.0,2020-03-06,420,60.0,6.0,0.0,46.0,3.0,POINT (138 36)
98,Japan,Japan,Japan,36.0,138.0,2020-03-07,461,41.0,6.0,0.0,76.0,30.0,POINT (138 36)
99,Japan,Japan,Japan,36.0,138.0,2020-03-08,502,41.0,6.0,0.0,76.0,0.0,POINT (138 36)
100,Japan,Japan,Japan,36.0,138.0,2020-03-09,511,9.0,10.0,4.0,76.0,0.0,POINT (138 36)
101,Japan,Japan,Japan,36.0,138.0,2020-03-10,581,70.0,10.0,0.0,101.0,25.0,POINT (138 36)
102,Japan,Japan,Japan,36.0,138.0,2020-03-11,639,58.0,15.0,5.0,118.0,17.0,POINT (138 36)
103,Japan,Japan,Japan,36.0,138.0,2020-03-12,639,0.0,16.0,1.0,118.0,0.0,POINT (138 36)
104,Japan,Japan,Japan,36.0,138.0,2020-03-13,701,62.0,19.0,3.0,118.0,0.0,POINT (138 36)
105,Japan,Japan,Japan,36.0,138.0,2020-03-14,773,72.0,22.0,3.0,118.0,0.0,POINT (138 36)
106,Singapore,Singapore,Singapore,1.2833,103.8333,2020-01-23,1,1.0,,,,,POINT (103.8333 1.2833)
107,Singapore,Singapore,Singapore,1.2833,103.8333,2020-01-24,3,2.0,,,,,POINT (103.8333 1.2833)
108,Singapore,Singapore,Singapore,1.2833,103.8333,2020-01-25,3,0.0,,,,,POINT (103.8333 1.2833)
109,Singapore,Singapore,Singapore,1.2833,103.8333,2020-01-26,4,1.0,,,,,POINT (103.8333 1.2833)
110,Singapore,Singapore,Singapore,1.2833,103.8333,2020-01-27,5,1.0,,,,,POINT (103.8333 1.2833)
111,Singapore,Singapore,Singapore,1.2833,103.8333,2020-01-28,7,2.0,,,,,POINT (103.8333 1.2833)
112,Singapore,Singapore,Singapore,1.2833,103.8333,2020-01-29,7,0.0,,,,,POINT (103.8333 1.2833)
113,Singapore,Singapore,Singapore,1.2833,103.8333,2020-01-30,10,3.0,,,,,POINT (103.8333 1.2833)
114,Singapore,Singapore,Singapore,1.2833,103.8333,2020-01-31,13,3.0,,,,,POINT (103.8333 1.2833)
115,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-01,16,3.0,,,,,POINT (103.8333 1.2833)
116,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-02,18,2.0,,,,,POINT (103.8333 1.2833)
117,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-03,18,0.0,,,,,POINT (103.8333 1.2833)
118,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-04,24,6.0,,,,,POINT (103.8333 1.2833)
119,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-05,28,4.0,,,,,POINT (103.8333 1.2833)
120,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-06,28,0.0,,,,,POINT (103.8333 1.2833)
121,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-07,30,2.0,,,,,POINT (103.8333 1.2833)
122,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-08,33,3.0,,,2.0,2.0,POINT (103.8333 1.2833)
123,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-09,40,7.0,,,2.0,0.0,POINT (103.8333 1.2833)
124,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-10,45,5.0,,,2.0,0.0,POINT (103.8333 1.2833)
125,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-11,47,2.0,,,9.0,7.0,POINT (103.8333 1.2833)
126,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-12,50,3.0,,,15.0,6.0,POINT (103.8333 1.2833)
127,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-13,58,8.0,,,15.0,0.0,POINT (103.8333 1.2833)
128,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-14,67,9.0,,,17.0,2.0,POINT (103.8333 1.2833)
129,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-15,72,5.0,,,18.0,1.0,POINT (103.8333 1.2833)
130,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-16,75,3.0,,,18.0,0.0,POINT (103.8333 1.2833)
131,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-17,77,2.0,,,24.0,6.0,POINT (103.8333 1.2833)
132,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-18,81,4.0,,,29.0,5.0,POINT (103.8333 1.2833)
133,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-19,84,3.0,,,34.0,5.0,POINT (103.8333 1.2833)
134,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-20,84,0.0,,,34.0,0.0,POINT (103.8333 1.2833)
135,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-21,85,1.0,,,37.0,3.0,POINT (103.8333 1.2833)
136,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-22,85,0.0,,,37.0,0.0,POINT (103.8333 1.2833)
137,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-23,89,4.0,,,51.0,14.0,POINT (103.8333 1.2833)
138,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-24,89,0.0,,,51.0,0.0,POINT (103.8333 1.2833)
139,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-25,91,2.0,,,53.0,2.0,POINT (103.8333 1.2833)
140,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-26,93,2.0,,,62.0,9.0,POINT (103.8333 1.2833)
141,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-27,93,0.0,,,62.0,0.0,POINT (103.8333 1.2833)
142,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-28,93,0.0,,,62.0,0.0,POINT (103.8333 1.2833)
143,Singapore,Singapore,Singapore,1.2833,103.8333,2020-02-29,102,9.0,,,72.0,10.0,POINT (103.8333 1.2833)
144,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-01,106,4.0,,,72.0,0.0,POINT (103.8333 1.2833)
145,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-02,108,2.0,,,78.0,6.0,POINT (103.8333 1.2833)
146,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-03,110,2.0,,,78.0,0.0,POINT (103.8333 1.2833)
147,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-04,110,0.0,,,78.0,0.0,POINT (103.8333 1.2833)
148,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-05,117,7.0,,,78.0,0.0,POINT (103.8333 1.2833)
149,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-06,130,13.0,,,78.0,0.0,POINT (103.8333 1.2833)
150,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-07,138,8.0,,,78.0,0.0,POINT (103.8333 1.2833)
151,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-08,150,12.0,,,78.0,0.0,POINT (103.8333 1.2833)
152,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-09,150,0.0,,,78.0,0.0,POINT (103.8333 1.2833)
153,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-10,160,10.0,,,78.0,0.0,POINT (103.8333 1.2833)
154,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-11,178,18.0,,,96.0,18.0,POINT (103.8333 1.2833)
155,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-12,178,0.0,,,96.0,0.0,POINT (103.8333 1.2833)
156,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-13,200,22.0,,,97.0,1.0,POINT (103.8333 1.2833)
157,Singapore,Singapore,Singapore,1.2833,103.8333,2020-03-14,212,12.0,,,105.0,8.0,POINT (103.8333 1.2833)
158,Nepal,Nepal,Nepal,28.1667,84.25,2020-01-25,1,1.0,,,,,POINT (84.25 28.1667)
159,Nepal,Nepal,Nepal,28.1667,84.25,2020-01-26,1,0.0,,,,,POINT (84.25 28.1667)
160,Nepal,Nepal,Nepal,28.1667,84.25,2020-01-27,1,0.0,,,,,POINT (84.25 28.1667)
161,Nepal,Nepal,Nepal,28.1667,84.25,2020-01-28,1,0.0,,,,,POINT (84.25 28.1667)
162,Nepal,Nepal,Nepal,28.1667,84.25,2020-01-29,1,0.0,,,,,POINT (84.25 28.1667)
163,Nepal,Nepal,Nepal,28.1667,84.25,2020-01-30,1,0.0,,,,,POINT (84.25 28.1667)
164,Nepal,Nepal,Nepal,28.1667,84.25,2020-01-31,1,0.0,,,,,POINT (84.25 28.1667)
165,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-01,1,0.0,,,,,POINT (84.25 28.1667)
166,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-02,1,0.0,,,,,POINT (84.25 28.1667)
167,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-03,1,0.0,,,,,POINT (84.25 28.1667)
168,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-04,1,0.0,,,,,POINT (84.25 28.1667)
169,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-05,1,0.0,,,,,POINT (84.25 28.1667)
170,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-06,1,0.0,,,,,POINT (84.25 28.1667)
171,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-07,1,0.0,,,,,POINT (84.25 28.1667)
172,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-08,1,0.0,,,,,POINT (84.25 28.1667)
173,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-09,1,0.0,,,,,POINT (84.25 28.1667)
174,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-10,1,0.0,,,,,POINT (84.25 28.1667)
175,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-11,1,0.0,,,,,POINT (84.25 28.1667)
176,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-12,1,0.0,,,1.0,1.0,POINT (84.25 28.1667)
177,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-13,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
178,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-14,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
179,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-15,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
180,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-16,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
181,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-17,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
182,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-18,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
183,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-19,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
184,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-20,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
185,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-21,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
186,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-22,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
187,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-23,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
188,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-24,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
189,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-25,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
190,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-26,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
191,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-27,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
192,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-28,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
193,Nepal,Nepal,Nepal,28.1667,84.25,2020-02-29,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
194,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-01,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
195,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-02,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
196,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-03,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
197,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-04,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
198,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-05,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
199,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-06,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
200,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-07,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
201,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-08,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
202,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-09,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
203,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-10,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
204,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-11,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
205,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-12,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
206,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-13,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
207,Nepal,Nepal,Nepal,28.1667,84.25,2020-03-14,1,0.0,,,1.0,0.0,POINT (84.25 28.1667)
208,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-01-25,3,3.0,,,,,POINT (112.5 2.5)
209,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-01-26,4,1.0,,,,,POINT (112.5 2.5)
210,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-01-27,4,0.0,,,,,POINT (112.5 2.5)
211,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-01-28,4,0.0,,,,,POINT (112.5 2.5)
212,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-01-29,7,3.0,,,,,POINT (112.5 2.5)
213,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-01-30,8,1.0,,,,,POINT (112.5 2.5)
214,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-01-31,8,0.0,,,,,POINT (112.5 2.5)
215,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-01,8,0.0,,,,,POINT (112.5 2.5)
216,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-02,8,0.0,,,,,POINT (112.5 2.5)
217,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-03,8,0.0,,,,,POINT (112.5 2.5)
218,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-04,10,2.0,,,,,POINT (112.5 2.5)
219,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-05,12,2.0,,,,,POINT (112.5 2.5)
220,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-06,12,0.0,,,,,POINT (112.5 2.5)
221,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-07,12,0.0,,,1.0,1.0,POINT (112.5 2.5)
222,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-08,16,4.0,,,1.0,0.0,POINT (112.5 2.5)
223,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-09,16,0.0,,,1.0,0.0,POINT (112.5 2.5)
224,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-10,18,2.0,,,1.0,0.0,POINT (112.5 2.5)
225,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-11,18,0.0,,,3.0,2.0,POINT (112.5 2.5)
226,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-12,18,0.0,,,3.0,0.0,POINT (112.5 2.5)
227,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-13,19,1.0,,,3.0,0.0,POINT (112.5 2.5)
228,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-14,19,0.0,,,3.0,0.0,POINT (112.5 2.5)
229,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-15,22,3.0,,,7.0,4.0,POINT (112.5 2.5)
230,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-16,22,0.0,,,7.0,0.0,POINT (112.5 2.5)
231,Malaysia,Malaysia,Malaysia,2.5,112.5,2020-02-17,22,0.0,,,7.0,0.0,POINT (112.5 2.5)
